split,epoch,class_idx,committee_idx,sample_idx_in_batch,ridge_mode,support_mode,prototype_aggregation,mean_trace,condition_number,effective_ridge,weight_norm
train,1,0,-1,18,trace_adaptive,same_only,pooled,0.0004161605320405215,1801674.25,4.161605374974897e-06,9.58210277557373
train,1,0,-1,19,trace_adaptive,same_only,pooled,0.0004168284358456731,1514790.5,4.168284249317367e-06,9.582332611083984
train,1,0,-1,20,trace_adaptive,same_only,pooled,0.0004198590759187937,1551018.125,4.198590886517195e-06,9.582381248474121
train,1,0,-1,21,trace_adaptive,same_only,pooled,0.0004203272401355207,1551488.875,4.203272510494571e-06,9.582365036010742
train,1,0,-1,22,trace_adaptive,same_only,pooled,0.0004235743544995785,1644661.25,4.235743290337268e-06,9.582318305969238
train,1,0,-1,23,trace_adaptive,same_only,pooled,0.0004166568396613002,1465696.25,4.166568487562472e-06,9.582381248474121
train,1,0,-1,24,trace_adaptive,same_only,pooled,0.00041998428059741855,1580695.25,4.1998428059741855e-06,9.582350730895996
train,1,0,-1,25,trace_adaptive,same_only,pooled,0.0004280854482203722,1772598.0,4.2808542275452055e-06,9.582222938537598
train,1,0,-1,26,trace_adaptive,same_only,pooled,0.0004073072923347354,1639139.875,4.073072886967566e-06,9.582332611083984
train,1,0,-1,27,trace_adaptive,same_only,pooled,0.0004205031436868012,1549615.5,4.2050314732478e-06,9.58237361907959
train,1,0,-1,28,trace_adaptive,same_only,pooled,0.00042718229815363884,1732357.75,4.2718229451566e-06,9.582250595092773
train,1,0,-1,29,trace_adaptive,same_only,pooled,0.0004198432434350252,1589680.25,4.198432179691736e-06,9.582327842712402
train,1,0,-1,30,trace_adaptive,same_only,pooled,0.00041746400529518723,1646638.25,4.174639798293356e-06,9.582364082336426
train,1,0,-1,31,trace_adaptive,same_only,pooled,0.00041051406878978014,1662116.875,4.1051407606573775e-06,9.582210540771484
train,1,1,-1,0,trace_adaptive,same_only,pooled,0.0004603723355103284,1761088.125,4.6037230276851915e-06,8.364519119262695
train,1,1,-1,1,trace_adaptive,same_only,pooled,0.00045926516759209335,1777119.625,4.59265174868051e-06,8.364541053771973
train,1,1,-1,2,trace_adaptive,same_only,pooled,0.0004595036443788558,1825793.5,4.595036443788558e-06,8.36446475982666
train,1,1,-1,3,trace_adaptive,same_only,pooled,0.0004659945552702993,2095525.5,4.659945261664689e-06,8.364363670349121
train,1,1,-1,4,trace_adaptive,same_only,pooled,0.0004661051498260349,2130674.0,4.6610512072220445e-06,8.364262580871582
train,1,1,-1,5,trace_adaptive,same_only,pooled,0.00046036954154260457,1762804.0,4.603695288096787e-06,8.364526748657227
train,1,1,-1,6,trace_adaptive,same_only,pooled,0.00046443790779449046,1892411.5,4.644378805096494e-06,8.364452362060547
train,1,1,-1,7,trace_adaptive,same_only,pooled,0.00045810971641913056,1797236.0,4.5810970732418355e-06,8.364531517028809
train,1,1,-1,8,trace_adaptive,same_only,pooled,0.0004642971616704017,1991380.625,4.6429713620455004e-06,8.364337921142578
train,1,1,-1,9,trace_adaptive,same_only,pooled,0.00045780459186062217,1898419.875,4.578045718517387e-06,8.364480018615723
train,1,1,-1,10,trace_adaptive,same_only,pooled,0.0004646994639188051,1937308.75,4.646994511858793e-06,8.364446640014648
train,1,1,-1,11,trace_adaptive,same_only,pooled,0.00046298696543090045,1867339.375,4.6298696361191105e-06,8.364473342895508
train,1,1,-1,12,trace_adaptive,same_only,pooled,0.0004636281228158623,1873886.375,4.636281119019259e-06,8.364469528198242
train,1,1,-1,13,trace_adaptive,same_only,pooled,0.00046340833068825305,1879107.0,4.6340833250724245e-06,8.364471435546875
